product_id,product_category_name,product_name_length,product_description_length,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
0ab3b52bba153ddfc7857b11c900fdea,,,,,2250,40,8,30
0ab66f8ffee46568f8a8fba7c300ae50,alimentos_bebidas,25,369,2,200,20,8,16
0ab78aeb8039e8ee1d47412e56baded3,consoles_games,54,342,1,200,17,3,14
0ab80f38a21093b448518f68efe82c24,utilidades_domesticas,63,245,3,200,16,4,11
0abbc7837b3659615530515c12091add,construcao_ferramentas_construcao,59,1307,3,200,19,8,13
0abc19e41fdc9d6894b8cae651619253,eletronicos,60,3109,6,15750,70,90,20
0abf3e78cba7361d44b40b471592ad38,eletronicos,38,109,1,100,24,8,16
0ac092fcd35bffaeb624017d498172d1,relogios_presentes,49,461,2,500,16,11,11
0ac0d30f666402b0d004e26c5e57eb0f,instrumentos_musicais,57,732,9,14050,50,32,46
0ac2a75d9c1e9688df3a7730a4ffad14,informatica_acessorios,44,116,2,300,50,4,40
0ac4b9dc5e23908abf09e13da3ea1bbb,fashion_bolsas_e_acessorios,58,198,6,200,16,2,11
0ac4f23a50ad9369ab5d78b1f068f6d3,eletroportateis,56,444,4,11250,40,40,40
0ac57b2df86eb6997b94d6ccf555e29d,esporte_lazer,57,487,1,137,18,5,13
0ac9ae2550c94021daa1059ad06d2c4a,perfumaria,19,609,1,200,17,6,12
0acad8a389d9ac863b63a5bd91d18697,brinquedos,43,1223,1,400,17,12,12
0accb86cd9322f97f4d1523781e10fa5,cama_mesa_banho,55,210,1,5350,40,20,40
0ad0b4d6bac55daa9cd221ea08ccbfac,consoles_games,50,481,3,1000,20,30,20
0ad10ec3dc489499e5d7cd19b5181ffe,esporte_lazer,53,1048,1,21300,19,40,19
0ad48bfc4a5619823e2b0f24b3c0b11b,automotivo,59,943,1,1400,21,50,15
0ad6795586afdad1281b3884f2611ca6,construcao_ferramentas_construcao,40,459,1,250,60,60,11
0ad9bbfebaadb488b2fe87504b871c88,utilidades_domesticas,52,402,2,800,26,15,16
0adf970bf07772b0f8c88f664e146221,ferramentas_jardim,60,2253,5,3500,32,31,11
0ae10ca52e6cb8745e17c11e7c43907c,,,,,700,30,30,30
0ae6165016bbebd759d0ac2414e59049,cama_mesa_banho,49,336,2,400,27,7,27
0ae652266b7911e69661f1359912d235,esporte_lazer,36,253,2,1050,60,15,15
0ae6a95572c97bf4c2552e0d27762c5b,beleza_saude,33,578,1,355,16,15,14
0ae7a3cd926fa82531a24891c2647b0b,esporte_lazer,50,1234,1,15850,105,65,25
0ae935aec15938b92f6667ec2fde2dc2,utilidades_domesticas,42,542,2,900,25,10,36
0aed9d548c366ad8058084c1de5100c5,fashion_bolsas_e_acessorios,32,408,3,125,18,17,12
0af008d54027e80d31d8dcf4b5c68447,automotivo,59,820,4,12000,80,25,25
0af275b6e520e949016aa725797437a5,perfumaria,54,860,2,400,20,20,20
0af2b3833420630d9d1eacc2daf2bdf9,sinalizacao_e_seguranca,60,915,3,1900,30,21,21
0af4dce351fbee7db329f93260f68142,utilidades_domesticas,29,201,2,20000,52,52,35
0afbecb15d10af6e2c8e3a682becb22c,esporte_lazer,28,558,1,6700,32,20,20
0afc71d24fa8b225307f8794e157204a,eletronicos,50,346,3,10575,20,18,16
0afcbdb22d7e003f65d87a77cc7a401a,cama_mesa_banho,56,413,1,2600,42,11,36
0afcde02bc6b3c33e6d2dc2a90c7e3eb,eletrodomesticos,57,313,1,1500,27,13,17
0afdab080dc525494d5a0adc4c1c0854,cama_mesa_banho,59,554,2,533,52,6,40
0afe6af6700e5ff3b7b6f08a0b12ce71,beleza_saude,60,919,1,200,22,3,15
0b00b16606aeb46da3543bbabff4d6b3,cama_mesa_banho,58,363,1,14800,55,45,35
0b0172eb0fd18479d29c3bc122c058c2,eletronicos,53,265,2,150,22,13,15
0b01a9718a61dbdd35cfec9ad13a0301,construcao_ferramentas_jardim,57,815,1,2200,16,16,16
0b01d053a0d36c3f3ea27d74f5e5702c,moveis_decoracao,42,613,1,1100,35,4,26
0b01ff8012c6301714339a530e7f9879,beleza_saude,44,664,1,750,27,9,18
0b035ff3ab8827ae8c56022c16712e9c,relogios_presentes,54,475,1,600,16,2,11
0b039b61011417822882815943f13dac,eletronicos,41,711,1,150,30,10,20
0b08fa55464e4e455c2911a1e49fbc73,bebes,27,144,1,400,25,25,25
0b0918a3b5efe0c8ea609a26b14e1bff,telefonia,60,752,6,300,17,4,12
0b0c04563408d8d1187cdbd6292a89fa,fashion_bolsas_e_acessorios,34,222,2,3400,20,50,40
0b0c716fcf2c2571d2e62271261f2abe,beleza_saude,49,796,1,27500,40,46,35
0b0f32c8bd5426698d01d72f155b75f5,bebes,36,1099,1,2400,45,15,40
0b1187e2f914d9317a5632dbb7c66b82,,,,,200,16,2,11
0b118a49dedaae5a3d10b55467aad998,cama_mesa_banho,32,734,5,400,16,10,11
0b13080e2bf193c4ff096b09e0758c7d,moveis_decoracao,57,600,1,750,25,25,25
0b148966d6d89f4ab8fd3472df4a8648,casa_construcao,53,1427,3,450,32,10,11
0b1737a3a63fdc90fb30dccdffcace42,moveis_decoracao,28,119,1,1500,20,40,20
0b18bdc51d81f585573501ece135a6fd,construcao_ferramentas_jardim,36,1041,1,500,17,17,16
0b1b6ca8b113c570aa56916becb81192,moveis_decoracao,53,1979,3,2800,69,11,11
0b1b954cb171434674907a8da1778e11,construcao_ferramentas_construcao,45,127,5,7400,60,20,40
0b1c9f47ac2b26c6bc77bebf7362eb40,automotivo,60,248,2,200,27,8,14
0b230f10ac2cfc4c831b825bf31a5de2,pet_shop,63,1440,3,1500,50,20,40
0b28e43610654365d0266f77070a71d9,relogios_presentes,60,478,1,200,16,11,11
0b2a1288e8ba64c797e7586c8df75602,agro_industria_e_comercio,38,397,1,3450,33,36,33
0b2b7a2dbcdf63ca0044d9e9ef8aa4fa,construcao_ferramentas_seguranca,54,1684,3,200,17,7,17
0b2c18d8e73e17348a011241525cb089,relogios_presentes,60,1008,8,400,16,2,20
0b2d8323940867a9979b90f7692dcbc0,ferramentas_jardim,60,732,1,650,19,16,16
0b2f52bff0f8a4536a315bbdc34d8398,,,,,200,16,2,11
0b2ffdc19b87d97231a1bbd7bb979013,relogios_presentes,56,598,1,675,16,11,11
0b305b6bc4dbf84489cd367380955d18,esporte_lazer,41,255,1,500,20,30,20
0b33e28a934b68a0475650499b9ae509,esporte_lazer,42,1203,4,250,20,34,44
0b349a8595d271e85a0514fe541953fd,beleza_saude,40,422,1,400,16,10,20
0b37bd7d994d4ab29992281e2690ad1a,beleza_saude,35,804,1,431,18,18,15
0b3a130c2e54aecf33e3e1955fbeeb00,beleza_saude,54,635,1,650,18,12,12
0b3c2ee3c7994b5b9ebdddb2372d6f9c,cama_mesa_banho,35,179,1,1250,45,10,15
0b3de7b77f38988388362460d76d884f,beleza_saude,31,838,3,350,20,12,15
0b3f6a2323c814e1b19fd44838c160ef,cama_mesa_banho,52,642,1,550,16,10,16
0b3f73dba78abf4576c187092dc5dc81,,,,,1300,30,16,20
0b3f89ace3b97bec2e2d981cfd2537b3,cama_mesa_banho,54,229,1,1150,40,5,30
0b41e00d58da605465f22bde5b7cf725,automotivo,45,556,1,11600,55,35,45
0b426fbfa39b2ae1c7a4a12e9b9d104a,moveis_decoracao,60,1959,2,1400,69,11,11
0b43cf5c79d088cfca305c4ac3ce50b0,telefonia,53,589,2,200,19,4,11
0b48dc720b9a40d75ce14eda10be0922,moveis_cozinha_area_de_servico_jantar_e_jardim,59,558,5,6950,47,23,37
0b48eade13cfad433122f23739a66898,moveis_decoracao,28,489,1,14000,70,60,70
0b4b0cc10d659c9885f317ff1b4f4ea8,fashion_calcados,49,375,6,300,29,7,16
0b4b59f6bcaf697444a8b7b14f630b15,cama_mesa_banho,54,714,2,12150,45,40,32
0b4d2eb734bd8bb5001a145bf52fa5e2,eletrodomesticos,52,652,1,700,18,8,13
0b501b17eff6353cde82245645c4207e,utilidades_domesticas,51,396,1,1750,45,21,26
0b50295ca2c740dec15bb6fec6e8a3e2,fashion_underwear_e_moda_praia,33,1107,2,300,22,10,15
0b52764083ede22c5acb8a573d859ddd,beleza_saude,41,1797,1,1200,25,13,20
0b5452315880c73832a5c5837f0de5b2,telefonia,60,1170,2,150,18,6,20
0b575b7f0277a4fa1e89af27590b438d,cama_mesa_banho,57,249,1,850,35,20,35
0b5b70d1e74c4539deb5a21edb179d9f,bebes,45,309,4,2000,33,44,19
0b5be7ee64611405f84c31be31ad0d9b,esporte_lazer,45,979,8,3900,90,20,25
0b5c0e5478b0b0746d05377b732a13f3,cool_stuff,59,833,2,22600,55,81,31
0b5c0ecd14105464e2b879a307092e3f,malas_acessorios,49,114,1,650,30,10,32
0b5c6dd6ca91fd2a318e99749b0ea57d,utilidades_domesticas,63,429,3,700,30,5,25
0b60c390c7176d836fa228baa164af0d,construcao_ferramentas_seguranca,57,563,6,1200,20,20,20
0b61b74bd2917877a6fc5d31192d3641,moveis_decoracao,46,131,1,950,30,15,20
0b63f1722fa0d70cbe07b4ef00a5a544,esporte_lazer,25,905,4,1626,26,15,17
0b6a32b32a7dc68b12e8a0e0805c44d5,relogios_presentes,50,542,1,190,16,11,12
0b6f7f321aeac91ef72512bbae664b13,esporte_lazer,57,938,4,5400,16,50,16
0b71361b63b0fb078b86a39340251133,moveis_decoracao,55,238,1,3500,45,12,40
0b7142355a981ed9a8ba988a0b613dce,automotivo,57,868,2,1100,26,42,18
0b77c056067fc19c57c6518c8bdeed0e,instrumentos_musicais,50,187,2,425,27,9,23
0b7eae36ce650711b7697a9ced9bacac,eletronicos,56,1036,1,249,20,14,16
0b7fb806fe0194cc7eb473329c680e34,,,,,1000,28,11,28
0b814a3c8fa6dbb849df7c28c1bd6831,moveis_quarto,53,530,1,10700,93,63,11
0b82f8e74a871a1bcba36e9b14facd44,beleza_saude,32,3564,1,50,16,9,11
0b86ce778f1176322de61e5103cc65b1,beleza_saude,37,452,1,150,16,16,16
0b871b4731c7bee9332c7c0b9a742f1e,brinquedos,29,251,1,14327,58,60,54
0b8750fa58fefe42cf03a9e2e4b8fce6,relogios_presentes,44,564,1,350,22,14,27
0b88409c52cfb9e93f9dcb06f2a37fd4,livros_interesse_geral,30,517,1,800,16,8,24
0b886cf92902bb5607b317a270f4dd4d,relogios_presentes,46,517,1,550,20,12,15
0b898ec6fedc70029a044c72475aeed4,dvds_blu_ray,49,1151,1,200,20,2,14
0b8d94b0bcf4e22c9bf886c98bb994d3,bebes,25,484,2,13800,60,32,43
0b8eaa48559710f4dd234b9c7918dd43,utilidades_domesticas,38,413,1,2000,25,65,25
0b910ddd6185e20c016c2113fc864eb4,livros_tecnicos,58,1252,1,4150,29,5,21
0b91c29b24b0a2d575a42fd951fb0408,eletrodomesticos,45,257,1,350,37,9,12
0b94c4b0f19b2fa4eaaa3dd2cbee42bc,utilidades_domesticas,57,274,1,550,25,4,18
0b98b002389531232d83d333e3883dd0,construcao_ferramentas_construcao,60,723,8,1450,30,10,20
0b9c9a5a9c9825ff5bdb295751784392,eletrodomesticos,57,147,2,500,20,13,15
0b9d32c4f39a77eca7f39c5b69ebc690,fashion_calcados,40,303,12,300,29,7,16
0b9eab47f340cb0354b04f84b95940f9,automotivo,50,701,1,100,32,2,24
0b9ee48363c794d37d5e9991d72f9b55,eletronicos,46,339,2,150,18,15,16
0ba06da542ffefa9b9dfb94fe19fd165,esporte_lazer,42,457,1,500,57,14,14
0ba14c257ad706bacadec65dfdb3b740,,,,,300,16,10,11
0ba59273939ff2679f761fcdb05cd74c,utilidades_domesticas,27,739,2,500,17,28,11
0ba8d6ed826271d06a9ebd6e3c3e8b3e,beleza_saude,45,181,4,400,25,5,12
0baaa6da9c9440c4655efd0762a0edcf,,,,,300,16,2,11
0bb1142b8037490f29e8f322ad5b538c,perfumaria,37,296,2,200,18,3,11
0bb7cb61f1957f79dac582ab66ccdc1f,utilidades_domesticas,45,561,2,553,18,9,15
0bb7d5c406dd6affef3cd4f5d6744844,,,,,200,16,2,11
0bb9709934061bd3316175ad24d90409,moveis_decoracao,51,1954,3,6400,80,4,55
0bb987ba9ab94c3db5f831375f9d8a5c,cama_mesa_banho,45,214,1,8800,35,19,44
0bba7f78f15c9bfe3964a088ae67ba0a,automotivo,34,419,1,9100,30,60,30
0bbb557651f08b3c732d9836de4d0bc3,market_place,41,626,1,5600,60,15,40
0bbdc963004d9b2fd3427ee3c5ae3608,esporte_lazer,31,1479,3,150,23,7,12
0bbf093ffaa05565b79b64ee97f917cb,moveis_escritorio,42,1362,1,11575,57,55,22
0bbfbce1edd4c12c0a15b6b5dfba409f,cama_mesa_banho,46,117,1,300,40,4,30
0bc26e3e8475d1df57c86c60c3304a27,informatica_acessorios,54,1249,1,4350,18,25,18
0bc4d2de176747bbc8b5e680bfdb66b6,esporte_lazer,55,1007,2,4750,20,20,20
0bc5e6c957486577f11519bf36577b38,beleza_saude,31,1356,2,525,21,18,16
0bc9537c77fb84d081077c24714c8506,informatica_acessorios,41,702,3,400,16,16,13
0bcc3eeca39e1064258aa1e932269894,ferramentas_jardim,57,339,2,1800,37,22,40
0bcea5a4f4ff3bac5da77d1563e846d0,automotivo,56,405,1,1200,45,16,20
0bcf6f2768e7e4cf76462a7b7e0ca0c6,bebidas,46,805,1,150,20,16,16
0bd478959805d86aabe80febd51789e4,esporte_lazer,55,985,1,717,18,15,18
0bd5c2b2dd207f23739a694f006d63e6,moveis_decoracao,28,1209,2,2000,80,20,20
0bd7e7a520ec0ac94f95b47cecc844d6,moveis_decoracao,24,1405,3,200,35,2,25
0bda4ee356bececb6ec0d7d010b673f1,moveis_decoracao,33,195,1,750,30,11,20
0bdb7583b74c0323d413497fab3f2a3c,telefonia,53,141,2,400,16,6,11
0bdc4af29a51151df496d686dbce59a8,perfumaria,27,475,3,200,16,16,16
0bdc98fbf8b311b74a336cf68d070037,consoles_games,59,683,1,150,20,4,17
0bdcdfb68f8b45a19fe06a348853cf4c,malas_acessorios,40,508,2,400,65,11,11
0bdd9a52d192d64770e33ae559512478,relogios_presentes,55,324,5,250,16,2,20
0bde5c9ff4a756aed7fe09a8a3bb0dfd,pet_shop,29,363,1,12450,69,36,30
0be487faac01dd57fd7ed17cfbdf2dee,cama_mesa_banho,48,117,1,300,40,4,30
0be701e03657109a8a4d5168122777fb,esporte_lazer,32,282,2,4450,60,15,15
0be79cf589781c512bd91976eadeeff0,consoles_games,45,304,1,200,25,5,15
0bea71972d0b439ab810f57a803344e2,utilidades_domesticas,46,329,1,16800,30,60,50
0beb5829bba86b3b5301af11bff8be6a,brinquedos,50,1205,2,400,30,9,18
0bec8ea972e7cf7bf6e81cf9c99c725b,construcao_ferramentas_construcao,55,216,6,11850,50,38,50
0becf258ac9a4ab1b6b3da6f0ad205fd,cama_mesa_banho,59,395,1,2000,16,10,16
0bed2811f66d80c67e51d3d9a5127233,telefonia,41,689,1,100,24,2,18
0bf0f08192fdf749718e1225a5f89e26,ferramentas_jardim,48,1001,1,450,16,7,16
0bf16c5642f26022d106438f491b9b1c,utilidades_domesticas,15,422,1,300,41,5,31
0bf1dea484fbb8cdfa09e2767ce30574,alimentos,53,225,1,1920,37,6,32
0bf311dc96c3ce0503cb03068588c196,eletrodomesticos,56,204,1,300,18,8,13
0bf49628a5637192ddbad12be4c921ee,papelaria,49,480,2,1900,20,10,11
0bfd2b8146cd034448f6e4c8ac8e47f0,informatica_acessorios,44,800,1,1100,31,12,11
0bff7ada15fd3840490f79b2612db33b,papelaria,42,440,2,1775,39,22,22
0c002598a0876501a172ffcea9496008,cama_mesa_banho,53,768,4,9150,50,30,40
0c03a930e654a5f1ea08f95a5c67d076,beleza_saude,48,589,1,700,20,16,17
0c08876047d07cc4448ba14159a454e7,ferramentas_jardim,57,1361,3,200,20,10,15
0c0caad13e2d2bf4efb9856075ad1120,utilidades_domesticas,55,372,4,6700,64,23,48
0c0fa42ae97a4bffaa0eb85df580be3b,relogios_presentes,47,165,1,250,18,13,14
0c104824e973388d487c67a3d346e96d,beleza_saude,45,3078,4,19300,26,61,40
0c104d5a094ca1ba910a793cae5b620e,utilidades_domesticas,56,1000,4,2100,39,13,31
0c11029e1f747d21ae2f131082236d7d,instrumentos_musicais,56,437,4,5050,70,40,40
0c11c1f74fff6ffafd9ad22804132dac,market_place,33,738,9,297,24,13,19
0c159d7ce798ebc726ad977f9ade848a,ferramentas_jardim,46,356,1,250,35,7,11
0c173069a88cd29f5ef890155d8ea182,moveis_decoracao,27,490,6,200,16,16,16
0c174d2242336a2b7d7ccbacfea4ba2a,consoles_games,26,1449,1,200,20,3,18
0c1d0960b623420908c75911c93d8615,papelaria,49,192,1,500,16,28,16
0c1d4f1cb61aefcfa34ff848581eebcd,relogios_presentes,57,907,5,500,16,11,17
0c21c38f5c53913ec6ae3884484aac81,beleza_saude,58,2869,1,500,16,11,11
0c22c51625fc11357a8356efa31fe89f,cama_mesa_banho,51,747,2,11400,16,2,11
0c276318593d4450cf9b178ad5b4a8ce,eletrodomesticos,46,136,1,1650,29,14,19
0c2b45d82e82097170c709f30037dcb7,bebes,55,1632,1,600,20,13,13
0c2ec8ad337c82681af769354356e4c2,moveis_decoracao,49,1378,2,2000,20,65,20
0c30a560a3dea926f6ceaa1f36dcc213,papelaria,57,233,5,2350,31,7,22
0c3256090b6cc52703b152c874827cd7,consoles_games,57,762,4,200,21,7,16
0c3305267c17b542aecbc2385f5f0794,perfumaria,57,740,1,500,22,14,23
0c3497a215eb37d2e70682bfde05c93a,beleza_saude,33,222,1,150,16,10,15
0c35aab0ba0e5a36a652fc2b10f2c102,industria_comercio_e_negocios,53,174,2,4917,33,23,33
0c398b245c9b74ef2bf4343b6fe73237,moveis_decoracao,27,332,1,1750,23,23,16
0c3cd8d63839bed6f80aca6388766417,relogios_presentes,53,399,1,500,16,2,11
0c3d6918621fbc7eb3c1dbb40d36b746,eletrodomesticos,60,136,1,300,27,13,17
0c3dc3f0b8ea2ce274c0bd18b2a31f5b,esporte_lazer,55,1003,2,600,20,20,20
0c3e039a06ef40bce9a30c05a247f77e,moveis_decoracao,53,208,1,575,26,16,14
0c3ed87d108f627980e66e9258f9c305,brinquedos,56,342,2,800,35,25,25
0c40401eba358c9ef2ff2df80b6eab52,,,,,500,16,15,15
0c4389123cecc4ff240dbae7f15ce7e2,moveis_decoracao,59,1490,3,2550,105,3,70
0c44cf18fca971245b41119ce72861c0,papelaria,47,2204,3,200,16,10,11
0c46413e9062e5e91fdf39a9142427b5,fashion_bolsas_e_acessorios,32,434,1,100,17,3,12
0c46b8ef03f8b4da7c2813be4287a281,cama_mesa_banho,54,382,1,6600,40,25,25
0c46bfb6210825d07804a6d4f81a5a92,beleza_saude,54,1616,3,625,28,19,16
0c4709ae5ad2750dd34dbaff9d5bbd3d,telefonia,60,776,6,300,17,4,12
0c4a0f8ab44f9acd2d04e7024f9ba362,alimentos,49,740,1,388,16,16,14
0c4b18883bc29b747b948c827adb9485,telefonia,34,162,7,200,19,5,11
0c4d0a08f95c7b7dc5dc7402bfdafd4c,informatica_acessorios,49,409,3,300,16,6,17
0c4dd7ab3593c8601e53207e02d16784,brinquedos,25,713,1,920,28,29,33
0c4e43e25f781898363a83f9a7390ebb,informatica_acessorios,47,1991,3,484,18,11,15
0c5193db708519e6b812ac8474898ffa,beleza_saude,60,621,2,363,16,4,11
0c52f6a43e88c007723e58cce9ef330e,beleza_saude,55,477,1,500,18,6,11
0c52fe573de020553e4f524ac4267c92,brinquedos,41,768,3,450,20,10,20
0c53752695db72c0c10c14f6b89322b9,cama_mesa_banho,58,274,1,2350,45,15,35
0c574708dc913b3fa69635e044892864,relogios_presentes,45,1926,4,350,16,13,12
0c5801458e74f9b6c23b44c331426e30,cool_stuff,56,1383,6,1850,18,23,26
0c5aa7be5dfd5c67689eef12b537a466,informatica_acessorios,55,170,2,100,16,8,11
0c5aecba8eab00eb055c6e2e7b9b4346,beleza_saude,59,436,1,30000,55,75,61
0c5b17c1b54fc1dc48752ddb8caab6fc,utilidades_domesticas,55,727,5,1000,16,8,14
0c5bb07e9638a9c1f2616db08eb0318f,consoles_games,27,462,1,200,24,3,19
0c5e36ec8408cf38afb24e6dd62a19df,moveis_decoracao,36,182,1,550,30,30,30
0c61745b90fbcbd2a7ac7d3cccde8776,beleza_saude,50,140,1,600,20,6,20
0c64fefac4191aa99cb7007bb10c6c77,esporte_lazer,39,1156,1,10200,100,20,25
0c65fcdb1caeb8a35c08eb455361ee01,cama_mesa_banho,38,1366,1,150,16,5,17
0c66624528bd676dbe410f6f07ec32b0,papelaria,54,664,1,538,21,13,16
0c672ed004d5abcc4bcb0367fdaffad3,telefonia,59,818,5,150,17,4,12
0c679141ff7ee4350d8eb892ff475ba6,relogios_presentes,55,601,2,120,16,13,13
0c6b9534cc890c423ef8c3dc34517df5,informatica_acessorios,46,94,6,50,42,9,25
0c6ebd37c6842a5adbcd801030ec1c29,moveis_decoracao,21,414,6,400,54,6,11
0c6f417a4037ab082ea5fe9a4e7da299,utilidades_domesticas,58,1095,1,20000,43,78,41
0c6fc9b9317a68d1cda098c063914b72,instrumentos_musicais,46,692,3,3100,38,99,14
0c71252f37443403376d2008034a7240,pet_shop,41,947,1,156,18,10,14
0c7536abc1af51a81fa806097dfe3597,telefonia,54,1440,1,125,18,6,11
0c753fe6a58dfa7a27bda5de76e779c3,esporte_lazer,15,1127,1,1338,23,12,14
0c761b0e33d708e6a3694a94ac4b82c4,beleza_saude,45,1982,1,2200,35,10,18
0c787112ac1b5dce38f58d7feb8c23d7,livros_importados,45,1211,1,500,33,6,22
0c79aab7a6a2449f932887fb3c8d0127,automotivo,43,420,3,250,18,9,14
0c7dc9fcaa503c2df26419c747b39fd0,utilidades_domesticas,60,446,5,8350,40,28,40
0c7e301c5eecc0fe996dd86bc9c290fa,automotivo,42,1192,2,175,18,11,14
0c7ec2b24166d57ac38a9db523711782,moveis_decoracao,22,250,1,1900,23,50,20
0c7f7adec80b0c8ee4b9703490bbb13b,cool_stuff,24,491,1,3400,28,24,14
0c800efe70e04ffcc3b266946e3e4826,la_cuisine,59,284,2,12500,83,21,43
0c806c7604c0581921d7b5b1c70bea5e,alimentos_bebidas,46,848,1,750,31,15,26
0c80d4d910506b4e1db996ff1fa5c658,moveis_decoracao,61,157,9,3450,41,15,25
0c859e9bb0591751e168d476ab0bb6e1,moveis_cozinha_area_de_servico_jantar_e_jardim,60,172,1,12950,31,81,31
0c85b3e0748fdc1a15f227525d317821,livros_tecnicos,48,1561,1,2450,29,5,21
0c877471e35049402bca235e06cb8063,,,,,10750,34,20,30
0c8862859cb952ee81428f80dc8140d9,ferramentas_jardim,47,730,2,6000,44,28,25
0c8b321d3fd08377fe038cc6257d64e9,pet_shop,58,322,3,1025,19,15,16
0c8b6b6e4f9ee5fe2c48d6cee4c69bc8,sinalizacao_e_seguranca,51,742,2,9350,55,55,22
0c8f0c812fc251d15b60a261676d32a5,livros_interesse_geral,38,1162,1,1200,24,5,17
0c8fac7d7944ea8906fd291a8609474a,automotivo,51,920,1,350,30,12,20
0c8ff033bfaf9bd1d24ab20a8ea2914e,cama_mesa_banho,47,365,1,2750,45,8,39
0c90f0cece2b9c521af7c85ace4794be,moveis_decoracao,41,411,1,4800,62,6,62
0c90ffc8c44fe5d3e020002cc4da9496,livros_tecnicos,46,769,2,150,22,2,15
0c91c5c2a59854e1fdafdc0478348c32,esporte_lazer,38,908,1,2300,17,17,17
0c9439abe84dc40a64fc164365c4d064,bebidas,36,1481,1,2775,16,38,11
0c9452f6a812935c0615faee8bf8646b,moveis_escritorio,58,1104,1,10050,100,45,20
0c94697916cc03dfc45581f1e3d96c10,automotivo,55,450,4,63,21,2,15
0c94b3b3e297c165f359c7cd62acc3da,beleza_saude,39,1619,1,1600,19,37,25
0c954b7ab8bff085742e3c01a02936b8,cama_mesa_banho,49,498,1,1550,49,5,39
0c96091f6f20b1d2c946a933370782a4,esporte_lazer,48,683,1,200,20,4,15
0c98a3d692d019586b9c9645334924e6,bebes,35,301,1,500,33,8,31
0c9a1721e65cea1561c531b0e166cb1e,livros_tecnicos,23,1328,1,350,21,2,14
0c9ff9d8ed9b9bdd825487b3a66e05f5,automotivo,55,620,1,7225,61,13,61
0ca0e1d4e4c7a404e472d27c0c19c3f5,utilidades_domesticas,53,251,1,650,25,25,25
0ca16017057f20d572b8c01fcd7c5c28,moveis_decoracao,58,1497,3,2200,105,3,70
0ca31cd8916e06a977f3596faddc6852,automotivo,60,703,6,9050,56,11,32
0ca455b3fae1a463c84420392d655ab9,fashion_bolsas_e_acessorios,28,807,1,100,16,5,16
0ca70d1b7cdf19dd90d993373aba94e8,moveis_decoracao,48,948,4,600,34,6,23
0ca7afae61c042aedfd973110cd8970f,utilidades_domesticas,54,493,1,1733,23,23,21
0cac4325d7aa33ada7ff2ba4d84f8874,brinquedos,42,834,4,804,30,21,21
0cad3c9a114203d74ff1ca303486f205,automotivo,56,1763,1,3350,40,40,40
0cb255418b89587f063171ca707b85e7,construcao_ferramentas_construcao,31,2002,1,750,16,12,11
0cb386dab759a2f5e6dc75314cdc68a5,industria_comercio_e_negocios,60,1189,1,6400,42,30,22
0cb3a271c0da633b811ac57f0c63d48d,utilidades_domesticas,52,902,2,2850,16,33,12
0cb4e1aa97c8535093fc677376536b4c,pet_shop,58,632,3,700,55,7,39
0cb61dc7daa0bf5e31e9ac3ba8fba86e,informatica_acessorios,36,2016,2,600,19,5,15
0cb8c29f963ae2069fcc3afe95fd93c1,brinquedos,22,499,1,5031,60,43,29
0cb9f521598f339ad6e6b41e34a1b169,telefonia,59,348,2,220,20,12,17
0cbb82f3f9549ec4aeab968a4be5e7a9,beleza_saude,39,1236,1,575,23,15,16
0cbc07d4b85c30f4eb6394504185f8f5,beleza_saude,41,864,1,350,19,12,13
0cbca89e0ecfd4fe92dff4f1c27a0487,moveis_decoracao,42,660,6,14950,40,65,40
0cbd1fb25fc901e985012fbc87488a92,informatica_acessorios,39,517,1,900,37,15,17
0cbeda603059c985268afd35128be303,papelaria,57,320,2,1450,38,30,28
0cc13a424dc207f8c4d3b26ea1cd384c,moveis_decoracao,43,862,1,5300,27,47,27
0cc18feec97e534a363ec0b14c632692,fashion_bolsas_e_acessorios,63,655,4,200,16,9,11
0cc562350ea5915979a9d5f1f888f131,brinquedos,33,924,2,1700,40,20,40
0cc8792aea4a5586398479689a6daf63,eletrodomesticos,56,101,1,150,18,8,13
0cc96a3f64ff4585c941ab9aaf043f18,moveis_escritorio,53,2324,1,11000,58,20,58
0cd0a2334c30b335c4a4e73205bfd366,cama_mesa_banho,54,273,1,3400,45,19,35
0cd1da0c6c22680f93adb165c0a56e36,informatica_acessorios,42,674,1,200,39,9,11
0cd1e5169a1ba33d42fc9f76345a4504,instrumentos_musicais,33,1415,4,700,17,8,12
0cd64dc65679876c896236bea326589b,cama_mesa_banho,51,242,1,2100,37,23,35
0cd6e5162c88ac37f5d1aee2922c51cb,cama_mesa_banho,54,1076,1,400,33,3,23
0cd7885ebb79eda16c32c1043681fc19,brinquedos,29,643,1,10408,65,40,54
0cd9f302c8a5b076ffa5c3567c6705fd,informatica_acessorios,22,716,2,200,36,2,28
0cdaad368fc9c18b0e7c3328f79f341b,instrumentos_musicais,51,504,6,8600,39,15,57
0cdb6853db40cd5d117e1828fcef99af,esporte_lazer,54,1476,1,2700,31,33,31
0cdd996d482a30e6a2c4d222a9685c73,cama_mesa_banho,45,370,1,350,25,2,20
0ce1adfdded63914231951b7b34624fe,ferramentas_jardim,59,728,1,350,18,23,18
0ce1e35bdc6af7e582e7ef9363e29b5b,telefonia,57,607,1,100,16,11,9
0ce430e210535c2f40fe2f13ca31b441,brinquedos,47,499,1,3675,16,30,42
